OBJECTID,Type,Name,NHLE link,Longitude,Latitude
424,Parks & Gardens,ALDERMASTON COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000530,-1.143090477,51.37873063
425,Parks & Gardens,Melbury Park,https://historicengland.org.uk/listing/the-list/list-entry/1000531,-2.602800882,50.85468232
426,Parks & Gardens,CREECH GRANGE,https://historicengland.org.uk/listing/the-list/list-entry/1000532,-2.133251483,50.64181565
427,Parks & Gardens,MELTON CONSTABLE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000533,1.012999919,52.84668727
428,Parks & Gardens,DONNINGTON GROVE,https://historicengland.org.uk/listing/the-list/list-entry/1000534,-1.341743966,51.41701557
429,Parks & Gardens,PLUMPTON ROCKS,https://historicengland.org.uk/listing/the-list/list-entry/1000535,-1.459719254,53.97841615
430,Parks & Gardens,KELSTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000536,-2.431106991,51.39692921
431,Parks & Gardens,SWALLOWFIELD PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000537,-0.948733499,51.37722945
432,Parks & Gardens,HELIGAN,https://historicengland.org.uk/listing/the-list/list-entry/1000538,-4.803984329,50.27879585
433,Parks & Gardens,GAWSWORTH [OLD] HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000539,-2.163128316,53.22340769
434,Parks & Gardens,BROCKET HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000540,-0.240774349,51.80265337
435,Parks & Gardens,BADGER DINGLE,https://historicengland.org.uk/listing/the-list/list-entry/1000541,-2.340629431,52.59438021
436,Parks & Gardens,RUSHMORE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000542,-2.064366174,50.95130798
437,Parks & Gardens,HARLEYFORD MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000543,-0.806980412,51.55652944
438,Parks & Gardens,CARCLEW,https://historicengland.org.uk/listing/the-list/list-entry/1000544,-5.10037391,50.2024882
439,Parks & Gardens,TREGREHAN,https://historicengland.org.uk/listing/the-list/list-entry/1000545,-4.739604653,50.34955028
440,Parks & Gardens,BRAMHAM PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000546,-1.374266512,53.86877147
441,Parks & Gardens,NEWBOLD COLLEGE (formerly MOOR CLOSE),https://historicengland.org.uk/listing/the-list/list-entry/1000547,-0.783702235,51.42268836
442,Parks & Gardens,CROWE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000548,-2.346085518,51.37404874
443,Parks & Gardens,EASTBURY,https://historicengland.org.uk/listing/the-list/list-entry/1000549,-2.095038832,50.91372596
444,Parks & Gardens,LEAZES PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000550,-1.62260726,54.97829278
445,Parks & Gardens,BEESTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000551,1.4546503,52.74029149
446,Parks & Gardens,PATSHULL HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000552,-2.285419191,52.60140344
447,Parks & Gardens,"PEOPLES PARK, HALIFAX",https://historicengland.org.uk/listing/the-list/list-entry/1000553,-1.872490056,53.71992008
448,Parks & Gardens,BUCKLAND HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000554,-1.510382112,51.68036461
449,Parks & Gardens,MAMHEAD PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000555,-3.51023718,50.61887195
450,Parks & Gardens,WELBECK ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000556,-1.152852637,53.26052129
451,Parks & Gardens,HENHAM,https://historicengland.org.uk/listing/the-list/list-entry/1000557,1.601244923,52.34259696
452,Parks & Gardens,"THE GARDEN HOUSE, COTTERED",https://historicengland.org.uk/listing/the-list/list-entry/1000558,-0.087589358,51.94421565
453,Parks & Gardens,ARNOS VALE CEMETERY,https://historicengland.org.uk/listing/the-list/list-entry/1000559,-2.566986009,51.44129975
454,Parks & Gardens,ASHTON COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000560,-2.648332836,51.44622799
455,Parks & Gardens,BADMINTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000561,-2.287996738,51.56068158
456,Parks & Gardens,BARROW COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000562,-2.698551052,51.41222047
457,Parks & Gardens,LANSDOWN CEMETERY AND BECKFORD'S TOWER,https://historicengland.org.uk/listing/the-list/list-entry/1000563,-2.376858869,51.40551453
458,Parks & Gardens,CLAVERTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000564,-2.311589843,51.37596195
459,Parks & Gardens,CLEVEDON COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000565,-2.830330684,51.43985568
460,Parks & Gardens,DODINGTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000566,-2.353170835,51.51604071
461,Parks & Gardens,NEWTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000567,-2.439154362,51.37721649
462,Parks & Gardens,ST CATHERINE'S COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000568,-2.319231388,51.42934274
463,Parks & Gardens,THORNBURY CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000569,-2.530371824,51.61391033
464,Parks & Gardens,TYNTESFIELD,https://historicengland.org.uk/listing/the-list/list-entry/1000570,-2.708554993,51.43801163
465,Parks & Gardens,WIDCOMBE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000571,-2.348277625,51.37325997
466,Parks & Gardens,THE HAZELLS,https://historicengland.org.uk/listing/the-list/list-entry/1000572,-0.262386047,52.13495855
467,Parks & Gardens,BATTLESDEN PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000573,-0.606089486,51.95030949
468,Parks & Gardens,CHICKSANDS PRIORY,https://historicengland.org.uk/listing/the-list/list-entry/1000574,-0.36473629,52.03964724
469,Parks & Gardens,HINWICK HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000575,-0.632743218,52.25125057
470,Parks & Gardens,HINWICK HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000576,-0.629432041,52.24698643
471,Parks & Gardens,ICKWELL BURY,https://historicengland.org.uk/listing/the-list/list-entry/1000577,-0.337889578,52.09987435
472,Parks & Gardens,LUTON HOO,https://historicengland.org.uk/listing/the-list/list-entry/1000578,-0.396151943,51.83827093
473,Parks & Gardens,SOUTHILL PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000579,-0.338762927,52.05198895
474,Parks & Gardens,ASCOT PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000580,-0.687926078,51.4333183
475,Parks & Gardens,BASILDON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000581,-1.124347401,51.49723881
476,Parks & Gardens,CAVERSHAM COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000582,-0.981215614,51.46799277
477,Parks & Gardens,ENGLEFIELD HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000583,-1.104857519,51.44052459
478,Parks & Gardens,ETON COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000584,-0.603354414,51.4944948
479,Parks & Gardens,FOLLY FARM,https://historicengland.org.uk/listing/the-list/list-entry/1000585,-1.094312896,51.41496979
480,Parks & Gardens,THE FORBURY GARDEN,https://historicengland.org.uk/listing/the-list/list-entry/1000586,-0.967009057,51.45702434
481,Parks & Gardens,"THE ROYAL ESTATE, WINDSOR: FROGMORE GARDENS",https://historicengland.org.uk/listing/the-list/list-entry/1000587,-0.595722289,51.47424341
482,Parks & Gardens,"PARK PLACE, AND TEMPLE COMBE",https://historicengland.org.uk/listing/the-list/list-entry/1000588,-0.879083336,51.5315327
483,Parks & Gardens,PROSPECT PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000589,-1.009584567,51.44901123
484,Parks & Gardens,PURLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000590,-1.069359174,51.47751023
485,Parks & Gardens,SOUTH HILL PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000591,-0.750887302,51.39449485
486,Parks & Gardens,"THE ROYAL ESTATE, WINDSOR: WINDSOR GREAT PARK",https://historicengland.org.uk/listing/the-list/list-entry/1000592,-0.612157882,51.43416335
487,Parks & Gardens,ASCOTT HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000593,-0.699562762,51.89602808
488,Parks & Gardens,CHENIES PLACE (WOODSIDE),https://historicengland.org.uk/listing/the-list/list-entry/1000594,-0.532043768,51.67780715
489,Parks & Gardens,CHEQUERS,https://historicengland.org.uk/listing/the-list/list-entry/1000595,-0.790126084,51.74573088
490,Parks & Gardens,CHICHELEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000596,-0.67851543,52.10440909
491,Parks & Gardens,CLAYDON,https://historicengland.org.uk/listing/the-list/list-entry/1000597,-0.956098964,51.92251737
492,Parks & Gardens,DENHAM PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000598,-0.501549356,51.57490465
493,Parks & Gardens,DROPMORE,https://historicengland.org.uk/listing/the-list/list-entry/1000599,-0.669314994,51.55982397
494,Parks & Gardens,GAYHURST COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000600,-0.765333938,52.10965682
495,Parks & Gardens,HALTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000601,-0.72346031,51.78190926
496,Parks & Gardens,HUNTERCOMBE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000602,-0.657217545,51.51699235
497,Parks & Gardens,LANGLEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000603,-0.54685067,51.52592815
498,Parks & Gardens,MILTON'S COTTAGE,https://historicengland.org.uk/listing/the-list/list-entry/1000604,-0.572941002,51.62965612
499,Parks & Gardens,MISSENDEN ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000605,-0.698430271,51.69752712
500,Parks & Gardens,NASHDOM ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000606,-0.674312281,51.54870356
501,Parks & Gardens,TAPLOW COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000607,-0.694362411,51.53348022
502,Parks & Gardens,Wotton House,https://historicengland.org.uk/listing/the-list/list-entry/1000608,-1.006701764,51.84018221
503,Parks & Gardens,WYCOMBE ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000609,-0.746876344,51.62302696
504,Parks & Gardens,ABBOTS RIPTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000610,-0.176088597,52.38386898
505,Parks & Gardens,ANGLESEY ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000611,0.236422658,52.23475428
506,Parks & Gardens,"BOTANIC GARDEN, CAMBRIDGE",https://historicengland.org.uk/listing/the-list/list-entry/1000612,0.127780714,52.19367403
507,Parks & Gardens,BOURN HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000613,-0.07272072,52.18409105
508,Parks & Gardens,CHILDERLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000614,-0.015780922,52.23547879
509,Parks & Gardens,CHIPPENHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000615,0.440137813,52.29330387
510,Parks & Gardens,CHRIST'S COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000616,0.122789959,52.20623573
511,Parks & Gardens,CLARE COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000617,0.112469731,52.20527001
512,Parks & Gardens,DULLINGHAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000618,0.379269037,52.19680053
513,Parks & Gardens,EMMANUEL COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000619,0.124779935,52.20407782
514,Parks & Gardens,GAMLINGAY,https://historicengland.org.uk/listing/the-list/list-entry/1000620,-0.20814889,52.15239073
515,Parks & Gardens,HAMERTON,https://historicengland.org.uk/listing/the-list/list-entry/1000621,-0.329012524,52.40163052
516,Parks & Gardens,HATLEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000622,-0.139239232,52.14262872
517,Parks & Gardens,HILTON MAZE,https://historicengland.org.uk/listing/the-list/list-entry/1000623,-0.106942346,52.27893967
518,Parks & Gardens,KING'S COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000624,0.113590121,52.20420688
519,Parks & Gardens,LEIGHTON BROMSWOLD,https://historicengland.org.uk/listing/the-list/list-entry/1000625,-0.360568951,52.36285343
520,Parks & Gardens,LONGSTOWE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000626,-0.091628747,52.1842366
521,Parks & Gardens,MADINGLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000627,0.036726357,52.22564648
522,Parks & Gardens,MILTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000628,-0.304503719,52.58365403
523,Parks & Gardens,PECKOVER HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000629,0.15447504,52.66517979
524,Parks & Gardens,QUEENS' COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000630,0.114140122,52.2022278
525,Parks & Gardens,SAWSTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000631,0.175261385,52.11692409
526,Parks & Gardens,ST JOHN'S COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000632,0.114596159,52.20844202
527,Parks & Gardens,TRINITY COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000633,0.113195133,52.20667774
528,Parks & Gardens,TRINITY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000634,0.115184714,52.2057339
529,Parks & Gardens,WIMPOLE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000635,-0.039434601,52.14166799
530,Parks & Gardens,ADLINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000636,-2.143782415,53.3187135
531,Parks & Gardens,ARLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000637,-2.484886598,53.31774217
532,Parks & Gardens,CHOLMONDELEY CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000638,-2.681076525,53.05782627
533,Parks & Gardens,COMBERMERE ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000639,-2.614256746,52.99240667
534,Parks & Gardens,DODDINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000640,-2.433507775,53.01697093
535,Parks & Gardens,DORFOLD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000641,-2.544379935,53.06537127
536,Parks & Gardens,LYME PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000642,-2.057358343,53.33744701
537,Parks & Gardens,PEOVER HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000643,-2.340050515,53.25599595
538,Parks & Gardens,RODE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000644,-2.274296474,53.11366427
539,Parks & Gardens,TABLEY HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000645,-2.413316848,53.2931488
540,Parks & Gardens,ALBERT PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000646,-1.234753265,54.56478826
541,Parks & Gardens,ANTONY,https://historicengland.org.uk/listing/the-list/list-entry/1000647,-4.221630225,50.38671704
542,Parks & Gardens,COTEHELE,https://historicengland.org.uk/listing/the-list/list-entry/1000648,-4.229957246,50.49154012
543,Parks & Gardens,GLENDURGAN,https://historicengland.org.uk/listing/the-list/list-entry/1000649,-5.116392129,50.10713417
544,Parks & Gardens,LAMELLEN,https://historicengland.org.uk/listing/the-list/list-entry/1000650,-4.749322463,50.5631058
545,Parks & Gardens,MENABILLY,https://historicengland.org.uk/listing/the-list/list-entry/1000651,-4.666869213,50.32749536
546,Parks & Gardens,PENCARROW,https://historicengland.org.uk/listing/the-list/list-entry/1000652,-4.761623413,50.49597293
547,Parks & Gardens,PENHEALE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000653,-4.452298521,50.66537228
548,Parks & Gardens,ST MICHAEL'S MOUNT,https://historicengland.org.uk/listing/the-list/list-entry/1000654,-5.477843148,50.11768523
549,Parks & Gardens,TREGOTHNAN,https://historicengland.org.uk/listing/the-list/list-entry/1000655,-5.003767522,50.23242037
550,Parks & Gardens,TRELISSICK,https://historicengland.org.uk/listing/the-list/list-entry/1000656,-5.038241118,50.21172367
551,Parks & Gardens,TRENGWAINTON,https://historicengland.org.uk/listing/the-list/list-entry/1000657,-5.579080499,50.12488819
552,Parks & Gardens,TREWARTHENICK,https://historicengland.org.uk/listing/the-list/list-entry/1000658,-4.941771067,50.25958224
553,Parks & Gardens,APPLEBY CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000659,-2.488102882,54.57411128
554,Parks & Gardens,ASKHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000660,-2.750369235,54.60794397
555,Parks & Gardens,BELLE ISLE,https://historicengland.org.uk/listing/the-list/list-entry/1000661,-2.934485663,54.36171327
556,Parks & Gardens,CORBY CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000662,-2.823219392,54.87627599
557,Parks & Gardens,DALEMAIN,https://historicengland.org.uk/listing/the-list/list-entry/1000663,-2.807274462,54.63574308
558,Parks & Gardens,DALLAM TOWER,https://historicengland.org.uk/listing/the-list/list-entry/1000664,-2.780777742,54.22054289
559,Parks & Gardens,HOLKER HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000665,-2.99187203,54.18712818
560,Parks & Gardens,HUTTON-IN-THE-FOREST,https://historicengland.org.uk/listing/the-list/list-entry/1000666,-2.833588438,54.71556662
561,Parks & Gardens,LEVENS HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000667,-2.770837667,54.26159011
562,Parks & Gardens,LOWTHER CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000668,-2.732387051,54.59717986
563,Parks & Gardens,MUNCASTER CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000669,-3.386263669,54.35277612
564,Parks & Gardens,THE IMAGE GARDEN,https://historicengland.org.uk/listing/the-list/list-entry/1000670,-2.61389197,54.55215831
565,Parks & Gardens,RYDAL HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000671,-2.976244616,54.44501103
566,Parks & Gardens,RYDAL MOUNT,https://historicengland.org.uk/listing/the-list/list-entry/1000672,-2.982624468,54.44740387
567,Parks & Gardens,SIZERGH CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000673,-2.770970328,54.28350078
568,Parks & Gardens,BOLSOVER CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000674,-1.295822148,53.22954915
569,Parks & Gardens,"PAVILION GARDENS, BUXTON",https://historicengland.org.uk/listing/the-list/list-entry/1000675,-1.922074816,53.25679789
570,Parks & Gardens,CALKE ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000676,-1.459681852,52.80044833
571,Parks & Gardens,DERBY ARBORETUM,https://historicengland.org.uk/listing/the-list/list-entry/1000677,-1.47233272,52.91079724
572,Parks & Gardens,EDNASTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000678,-1.647010388,52.97651774
573,Parks & Gardens,HADDON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000679,-1.647964841,53.19243834
574,Parks & Gardens,HEIGHTS OF ABRAHAM,https://historicengland.org.uk/listing/the-list/list-entry/1000680,-1.565399248,53.12349004
575,Parks & Gardens,Locko Park,https://historicengland.org.uk/listing/the-list/list-entry/1000681,-1.392790637,52.94289627
576,Parks & Gardens,MELBOURNE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000682,-1.423339697,52.81974881
577,Parks & Gardens,RENISHAW HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000683,-1.346448565,53.30082294
578,Parks & Gardens,SUDBURY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000684,-1.761662594,52.89864082
579,Parks & Gardens,SWARKESTONE OLD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000685,-1.446650669,52.85253665
580,Parks & Gardens,A la Ronde and The Point-in-View,https://historicengland.org.uk/listing/the-list/list-entry/1000686,-3.406667222,50.64227448
581,Parks & Gardens,ARLINGTON COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000687,-3.991401717,51.13653685
582,Parks & Gardens,BRIDWELL,https://historicengland.org.uk/listing/the-list/list-entry/1000688,-3.340260174,50.90453119
583,Parks & Gardens,CADHAY,https://historicengland.org.uk/listing/the-list/list-entry/1000689,-3.291307366,50.75946911
584,Parks & Gardens,COLETON FISHACRE,https://historicengland.org.uk/listing/the-list/list-entry/1000690,-3.532926964,50.34579811
585,Parks & Gardens,COMBE HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000691,-3.219411575,50.77373273
586,Parks & Gardens,FLETE,https://historicengland.org.uk/listing/the-list/list-entry/1000692,-3.933767552,50.32154469
587,Parks & Gardens,HAYNE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000693,-4.235443143,50.65769293
588,Parks & Gardens,KILLERTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000694,-3.463295042,50.79457013
589,Parks & Gardens,LANGDON COURT HOTEL,https://historicengland.org.uk/listing/the-list/list-entry/1000695,-4.083113915,50.3211493
590,Parks & Gardens,LUPTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000696,-3.54795915,50.38188903
591,Parks & Gardens,OVERBECKS (SHARPITOR),https://historicengland.org.uk/listing/the-list/list-entry/1000697,-3.784673179,50.22322215
592,Parks & Gardens,POWDERHAM CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000698,-3.46616368,50.6457857
593,Parks & Gardens,SALTRAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000699,-4.080194458,50.38198535
594,Parks & Gardens,SAUNTON COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000700,-4.205860083,51.11871077
595,Parks & Gardens,SHARPHAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000701,-3.660047136,50.40478817
596,Parks & Gardens,SHOBROOKE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000702,-3.627815343,50.79976413
597,Parks & Gardens,SYDENHAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000703,-4.220872711,50.63316592
598,Parks & Gardens,TAPELEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000704,-4.174005823,51.04009313
599,Parks & Gardens,UGBROOKE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000705,-3.591235318,50.59198207
600,Parks & Gardens,YOULSTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000706,-4.020022574,51.11728592
601,Parks & Gardens,ABBOTSBURY GARDENS,https://historicengland.org.uk/listing/the-list/list-entry/1000707,-2.616294685,50.6624375
602,Parks & Gardens,ANDERSON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000708,-2.169244532,50.77568809
603,Parks & Gardens,Beaminster Manor,https://historicengland.org.uk/listing/the-list/list-entry/1000709,-2.730423569,50.81313548
604,Parks & Gardens,BINGHAM'S MELCOMBE,https://historicengland.org.uk/listing/the-list/list-entry/1000710,-2.325167812,50.81868354
605,Parks & Gardens,BOVERIDGE HOUSE SCHOOL,https://historicengland.org.uk/listing/the-list/list-entry/1000711,-1.902449658,50.92973073
606,Parks & Gardens,BRIDEHEAD,https://historicengland.org.uk/listing/the-list/list-entry/1000712,-2.572082304,50.69632313
607,Parks & Gardens,CHARBOROUGH PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000713,-2.105968825,50.78487236
608,Parks & Gardens,COMPTON ACRES,https://historicengland.org.uk/listing/the-list/list-entry/1000714,-1.926733506,50.70564581
609,Parks & Gardens,CRANBORNE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000715,-1.925007613,50.91802131
610,Parks & Gardens,CRICHEL HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000716,-2.008290442,50.87034022
611,Parks & Gardens,FORDE ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000717,-2.910652198,50.84042845
612,Parks & Gardens,KINGSTON LACY,https://historicengland.org.uk/listing/the-list/list-entry/1000718,-2.045388604,50.81922735
613,Parks & Gardens,KINGSTON MAURWARD,https://historicengland.org.uk/listing/the-list/list-entry/1000719,-2.403697442,50.72315211
614,Parks & Gardens,LULWORTH CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000720,-2.215179058,50.64224154
615,Parks & Gardens,Milton Abbey,https://historicengland.org.uk/listing/the-list/list-entry/1000721,-2.295500734,50.81894236
616,Parks & Gardens,Parnham House,https://historicengland.org.uk/listing/the-list/list-entry/1000722,-2.745346646,50.8000826
617,Parks & Gardens,ST GILES' HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000723,-1.967400735,50.91732135
618,Parks & Gardens,"Upper, Central and Lower Pleasure Gardens, and Coy Pond Gardens",https://historicengland.org.uk/listing/the-list/list-entry/1000724,-1.892235405,50.7246746
619,Parks & Gardens,Waterston Manor,https://historicengland.org.uk/listing/the-list/list-entry/1000725,-2.375835859,50.75553802
620,Parks & Gardens,"WIMBORNE ROAD CEMETERY, BOURNEMOUTH",https://historicengland.org.uk/listing/the-list/list-entry/1000726,-1.873538631,50.73381039
621,Parks & Gardens,AUCKLAND CASTLE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000727,-1.659434078,54.66901519
622,Parks & Gardens,BOWES MUSEUM,https://historicengland.org.uk/listing/the-list/list-entry/1000728,-1.915542756,54.54201379
623,Parks & Gardens,BRANCEPETH CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000729,-1.642392391,54.7327714
624,Parks & Gardens,HARDWICK PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000730,-1.464178979,54.65609645
625,Parks & Gardens,LARTINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000731,-1.964905645,54.54871529
626,Parks & Gardens,RABY CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000732,-1.803885113,54.59334307
627,Parks & Gardens,ROKEBY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000733,-1.876313171,54.52170578
628,Parks & Gardens,BATEMANS,https://historicengland.org.uk/listing/the-list/list-entry/1000734,0.379082368,50.98931189
629,Parks & Gardens,COMPTON PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000735,0.271073101,50.7645922
630,Parks & Gardens,GREAT DIXTER,https://historicengland.org.uk/listing/the-list/list-entry/1000736,0.592068381,50.99649757
631,Parks & Gardens,BELCHAMP HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000737,0.659845489,52.03395243
632,Parks & Gardens,BELHUS PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000738,0.264240414,51.50936095
633,Parks & Gardens,DANBURY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000739,0.555402738,51.71577231
634,Parks & Gardens,DOWN HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000740,0.201970068,51.79572491
635,Parks & Gardens,"THE MAZE, SAFFRON WALDEN",https://historicengland.org.uk/listing/the-list/list-entry/1000741,0.247158542,52.02398911
636,Parks & Gardens,QUENDON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000742,0.206316241,51.9629841
637,Parks & Gardens,Saling Grove,https://historicengland.org.uk/listing/the-list/list-entry/1000743,0.474191793,51.89948368
638,Parks & Gardens,SHORTGROVE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000744,0.221443273,51.99599829
639,Parks & Gardens,TERLING PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000745,0.574476499,51.79636635
640,Parks & Gardens,WARLEY PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000746,0.285004974,51.5953629
641,Parks & Gardens,WEALD PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000747,0.267364792,51.62848418
642,Parks & Gardens,Abbotswood,https://historicengland.org.uk/listing/the-list/list-entry/1000748,-1.736743138,51.93303562
643,Parks & Gardens,"MILITARY CEMETERY, ALDERSHOT",https://historicengland.org.uk/listing/the-list/list-entry/1000749,-0.747365543,51.2548803
