OBJECTID,Type,Name,NHLE link,Longitude,Latitude
822,Parks & Gardens,NUNWELL,https://historicengland.org.uk/listing/the-list/list-entry/1000928,-1.156363713,50.68355321
823,Parks & Gardens,OSBORNE,https://historicengland.org.uk/listing/the-list/list-entry/1000929,-1.261771235,50.75419637
824,Parks & Gardens,SWAINSTON,https://historicengland.org.uk/listing/the-list/list-entry/1000930,-1.377287895,50.68828762
825,Parks & Gardens,WESTOVER,https://historicengland.org.uk/listing/the-list/list-entry/1000931,-1.413239177,50.66489484
826,Parks & Gardens,BEDGEBURY NATIONAL PINETUM,https://historicengland.org.uk/listing/the-list/list-entry/1000932,0.454911259,51.07573877
827,Parks & Gardens,GROOMBRIDGE PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000933,0.190759722,51.1175658
828,Parks & Gardens,HALL PLACE,https://historicengland.org.uk/listing/the-list/list-entry/1000934,0.209816226,51.20125056
829,Parks & Gardens,BOSTON CEMETERY,https://historicengland.org.uk/listing/the-list/list-entry/1000935,-0.024206388,52.99124573
830,Parks & Gardens,"THE JAPANESE GARDEN, BITCHET WOOD",https://historicengland.org.uk/listing/the-list/list-entry/1000936,0.245588992,51.26566325
831,Parks & Gardens,LONG BARN,https://historicengland.org.uk/listing/the-list/list-entry/1000937,0.185359774,51.23377113
832,Parks & Gardens,MEREWORTH CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000938,0.388907327,51.25144862
833,Parks & Gardens,PORT LYMPNE,https://historicengland.org.uk/listing/the-list/list-entry/1000939,1.000989086,51.07455455
834,Parks & Gardens,"THE SALUTATION, SANDWICH",https://historicengland.org.uk/listing/the-list/list-entry/1000940,1.344892432,51.27426111
835,Parks & Gardens,SISSINGHURST COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000941,0.5541695,51.10796818
836,Parks & Gardens,ASHTON MEMORIAL GARDENS AND WILLIAMSON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000942,-2.782555737,54.0443452
837,Parks & Gardens,ASTLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000943,-2.644182056,53.65668489
838,Parks & Gardens,Avenham Park,https://historicengland.org.uk/listing/the-list/list-entry/1000944,-2.69949474,53.75303456
839,Parks & Gardens,CAPERNWRAY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000945,-2.698523592,54.14311655
840,Parks & Gardens,GAWTHORPE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000946,-2.296881454,53.79912751
841,Parks & Gardens,HOGHTON TOWER,https://historicengland.org.uk/listing/the-list/list-entry/1000947,-2.576197961,53.73320686
842,Parks & Gardens,LEVER PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000948,-2.556882305,53.61476991
843,Parks & Gardens,LYTHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000949,-2.972962901,53.75014638
844,Parks & Gardens,RIVINGTON GARDENS,https://historicengland.org.uk/listing/the-list/list-entry/1000950,-2.548414929,53.62158624
845,Parks & Gardens,SCARISBRICK HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000951,-2.921479881,53.60534442
846,Parks & Gardens,"STANLEY PARK, BLACKPOOL",https://historicengland.org.uk/listing/the-list/list-entry/1000952,-3.02371302,53.81402665
847,Parks & Gardens,STONYHURST COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1000953,-2.478149557,53.84505439
848,Parks & Gardens,TOWNELEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000954,-2.219889938,53.77547537
849,Parks & Gardens,WORDEN HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000955,-2.700350704,53.6832266
850,Parks & Gardens,Abbey Park,https://historicengland.org.uk/listing/the-list/list-entry/1000956,-1.134660223,52.64628092
851,Parks & Gardens,Belvoir Castle,https://historicengland.org.uk/listing/the-list/list-entry/1000957,-0.775688105,52.8892734
852,Parks & Gardens,BRADGATE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000958,-1.213858304,52.68966947
853,Parks & Gardens,COLEORTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000959,-1.415263002,52.75257487
854,Parks & Gardens,EXTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000960,-0.62221443,52.69991359
855,Parks & Gardens,LANGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000961,-0.945236193,52.52690314
856,Parks & Gardens,LOWESBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000962,-0.935267464,52.66290735
857,Parks & Gardens,"NEW WALK, LEICESTER",https://historicengland.org.uk/listing/the-list/list-entry/1000963,-1.125792875,52.62844264
858,Parks & Gardens,PRESTWOLD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000964,-1.14113567,52.7871812
859,Parks & Gardens,QUENBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000965,-0.964118272,52.64964191
860,Parks & Gardens,STAPLEFORD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000966,-0.789026692,52.75397614
861,Parks & Gardens,"VICTORIA PARK, LEICESTER",https://historicengland.org.uk/listing/the-list/list-entry/1000967,-1.119436139,52.62274086
862,Parks & Gardens,WHATTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1000968,-1.270473281,52.81240856
863,Parks & Gardens,AYSCOUGHFEE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000969,-0.148840769,52.78404038
864,Parks & Gardens,BOULTHAM PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000970,-0.55762932,53.20822296
865,Parks & Gardens,BROCKLESBY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000971,-0.301713233,53.5153115
866,Parks & Gardens,CAYTHORPE COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000972,-0.573440637,53.02317918
867,Parks & Gardens,COLEBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000973,-0.544984388,53.1354593
868,Parks & Gardens,CULVERTHORPE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000974,-0.485912951,52.94841477
869,Parks & Gardens,DODDINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000975,-0.656765246,53.22084323
870,Parks & Gardens,EASTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000976,-0.62025885,52.82237366
871,Parks & Gardens,FILLINGHAM CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000977,-0.555924893,53.36342474
872,Parks & Gardens,GRIMSTHORPE CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1000978,-0.470336322,52.75642623
873,Parks & Gardens,GUNBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000979,0.19443789,53.17821468
874,Parks & Gardens,HACKTHORN HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000980,-0.517158122,53.32817805
875,Parks & Gardens,HAINTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000981,-0.230500744,53.33937392
876,Parks & Gardens,HARLAXTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1000982,-0.675145477,52.88461661
877,Parks & Gardens,HARRINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000983,0.045861805,53.22433749
878,Parks & Gardens,HARTSHOLME PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000984,-0.587125493,53.21375433
879,Parks & Gardens,LINCOLN ARBORETUM,https://historicengland.org.uk/listing/the-list/list-entry/1000985,-0.526586719,53.23140512
880,Parks & Gardens,MARSTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000986,-0.671128973,52.98286757
881,Parks & Gardens,RAUCEBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000987,-0.467886732,52.99983179
882,Parks & Gardens,REVESBY ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1000988,-0.041225454,53.14246919
883,Parks & Gardens,RISEHOLME HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000989,-0.528546005,53.26732489
884,Parks & Gardens,SCRIVELSBY COURT,https://historicengland.org.uk/listing/the-list/list-entry/1000990,-0.102537668,53.17753531
885,Parks & Gardens,STOKE ROCHFORD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000991,-0.637397964,52.84425575
886,Parks & Gardens,WELL HALL,https://historicengland.org.uk/listing/the-list/list-entry/1000992,0.154157712,53.23713749
887,Parks & Gardens,ANFIELD CEMETERY,https://historicengland.org.uk/listing/the-list/list-entry/1000993,-2.95728668,53.43829518
888,Parks & Gardens,BIRKENHEAD PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000994,-3.043008179,53.3942145
889,Parks & Gardens,CHURCHTOWN BOTANIC GARDENS,https://historicengland.org.uk/listing/the-list/list-entry/1000995,-2.958582087,53.66200451
890,Parks & Gardens,Hesketh Park,https://historicengland.org.uk/listing/the-list/list-entry/1000996,-2.987808773,53.6563468
891,Parks & Gardens,KNOWSLEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000997,-2.825119343,53.44787477
892,Parks & Gardens,"PRINCES PARK, LIVERPOOL",https://historicengland.org.uk/listing/the-list/list-entry/1000998,-2.954284525,53.38559931
893,Parks & Gardens,SEFTON PARK,https://historicengland.org.uk/listing/the-list/list-entry/1000999,-2.938773818,53.3817582
894,Parks & Gardens,"STANLEY PARK, LIVERPOOL",https://historicengland.org.uk/listing/the-list/list-entry/1001000,-2.961866833,53.43513025
895,Parks & Gardens,GROUNDS OF THORNTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001001,-3.058233142,53.32715696
896,Parks & Gardens,BARNINGHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001002,1.189747629,52.86819156
897,Parks & Gardens,BRECCLES HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001003,0.888862626,52.51285529
898,Parks & Gardens,ELMHAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001004,0.931758743,52.75462376
899,Parks & Gardens,HANWORTH HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001005,1.262176168,52.8686954
900,Parks & Gardens,HUNSTANTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001006,0.520713896,52.9407096
901,Parks & Gardens,KIMBERLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001007,1.078652233,52.59996832
902,Parks & Gardens,LANGLEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001008,1.466378628,52.55226121
903,Parks & Gardens,MANNINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001009,1.172581648,52.84374987
904,Parks & Gardens,OXBURGH HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001010,0.570180442,52.57516987
905,Parks & Gardens,PICKENHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001011,0.741468775,52.60090231
906,Parks & Gardens,"THE PLANTATION GARDEN, NORWICH",https://historicengland.org.uk/listing/the-list/list-entry/1001012,1.282044501,52.62906457
907,Parks & Gardens,"THE PLEASAUNCE, OVERSTRAND",https://historicengland.org.uk/listing/the-list/list-entry/1001013,1.341140897,52.91857015
908,Parks & Gardens,RAVENINGHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001014,1.534044792,52.51277907
909,Parks & Gardens,RAYNHAM PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001015,0.795066244,52.79936239
910,Parks & Gardens,SALLE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001016,1.136223329,52.77866255
911,Parks & Gardens,SANDRINGHAM HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001017,0.508670281,52.82174385
912,Parks & Gardens,SENNOWE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001018,0.93724061,52.79157383
913,Parks & Gardens,SHADWELL PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001019,0.820562625,52.40702209
914,Parks & Gardens,SHERINGHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001020,1.174346434,52.92180765
915,Parks & Gardens,STIFFKEY OLD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001021,0.936970661,52.94763747
916,Parks & Gardens,WOLTERTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001022,1.209056795,52.84047544
917,Parks & Gardens,ALTHORP,https://historicengland.org.uk/listing/the-list/list-entry/1001023,-1.004532623,52.27952373
918,Parks & Gardens,ASHBY ST LEDGERS,https://historicengland.org.uk/listing/the-list/list-entry/1001024,-1.160018273,52.31012164
919,Parks & Gardens,AYNHO PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001025,-1.247986727,51.98792276
920,Parks & Gardens,"BARNWELL, ST ANDREW'S MANOR",https://historicengland.org.uk/listing/the-list/list-entry/1001026,-0.454462355,52.45406365
921,Parks & Gardens,"BARNWELL, ALL SAINTS MANOR",https://historicengland.org.uk/listing/the-list/list-entry/1001027,-0.459441427,52.44717869
922,Parks & Gardens,COTTESBROOKE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001028,-0.964944206,52.36365884
923,Parks & Gardens,COURTEENHALL,https://historicengland.org.uk/listing/the-list/list-entry/1001029,-0.890335988,52.17182161
924,Parks & Gardens,DEENE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001030,-0.606409629,52.51798681
925,Parks & Gardens,DRAYTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001031,-0.584166241,52.41028411
926,Parks & Gardens,EASTON NESTON,https://historicengland.org.uk/listing/the-list/list-entry/1001032,-0.965467764,52.12830536
927,Parks & Gardens,FAWSLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001033,-1.176166021,52.21056636
928,Parks & Gardens,HARRINGTON,https://historicengland.org.uk/listing/the-list/list-entry/1001034,-0.864917499,52.41579382
929,Parks & Gardens,HOLDENBY HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001035,-0.986295942,52.29952555
930,Parks & Gardens,LAMPORT HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001036,-0.88504987,52.36199721
931,Parks & Gardens,LYVEDEN NEW BIELD,https://historicengland.org.uk/listing/the-list/list-entry/1001037,-0.554021864,52.45763326
932,Parks & Gardens,ROCKINGHAM CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001038,-0.731545127,52.50684329
933,Parks & Gardens,STOKE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001039,-0.919008041,52.1333282
934,Parks & Gardens,SULGRAVE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001040,-1.182783873,52.10582603
935,Parks & Gardens,ALNWICK CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001041,-1.726744733,55.42550227
936,Parks & Gardens,BELSAY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001042,-1.862804803,55.0985941
937,Parks & Gardens,BLAGDON,https://historicengland.org.uk/listing/the-list/list-entry/1001043,-1.660460082,55.08615729
938,Parks & Gardens,CAPHEATON,https://historicengland.org.uk/listing/the-list/list-entry/1001044,-1.944144882,55.11450966
939,Parks & Gardens,CHILLINGHAM,https://historicengland.org.uk/listing/the-list/list-entry/1001045,-1.893210119,55.52608304
940,Parks & Gardens,CRAGSIDE,https://historicengland.org.uk/listing/the-list/list-entry/1001046,-1.878344579,55.31216843
941,Parks & Gardens,HESLEYSIDE,https://historicengland.org.uk/listing/the-list/list-entry/1001047,-2.289120011,55.14766057
942,Parks & Gardens,HOWICK HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001048,-1.607891589,55.45002449
943,Parks & Gardens,KIRKHARLE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001049,-1.981115229,55.13915146
944,Parks & Gardens,LINDISFARNE CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001050,-1.784525868,55.66903111
945,Parks & Gardens,NUNWICK,https://historicengland.org.uk/listing/the-list/list-entry/1001051,-2.1835462,55.05969467
946,Parks & Gardens,SEATON DELAVAL,https://historicengland.org.uk/listing/the-list/list-entry/1001052,-1.501579745,55.08081254
947,Parks & Gardens,TILLMOUTH PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001053,-2.192459438,55.68088399
948,Parks & Gardens,WALLINGTON,https://historicengland.org.uk/listing/the-list/list-entry/1001054,-1.957540175,55.15227403
949,Parks & Gardens,ALDBY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001055,-0.886716544,54.01693516
950,Parks & Gardens,ASKE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001056,-1.736079091,54.42382894
951,Parks & Gardens,BENINGBROUGH HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001057,-1.211513802,54.02308056
952,Parks & Gardens,BROUGHTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001058,-2.083818155,53.95273576
953,Parks & Gardens,CASTLE HOWARD,https://historicengland.org.uk/listing/the-list/list-entry/1001059,-0.906297755,54.12162795
954,Parks & Gardens,CONSTABLE BURTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001060,-1.757150918,54.31880469
955,Parks & Gardens,DUNCOMBE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001061,-1.078067589,54.23712027
956,Parks & Gardens,EBBERSTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001062,-0.628513343,54.24051976
957,Parks & Gardens,FORCETT HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001063,-1.736700029,54.50252034
958,Parks & Gardens,GILLING CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001064,-1.084255287,54.17520621
959,Parks & Gardens,MULGRAVE CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001065,-0.701366845,54.49633849
960,Parks & Gardens,NEWBURGH PRIORY,https://historicengland.org.uk/listing/the-list/list-entry/1001066,-1.1473972,54.17185881
961,Parks & Gardens,NEWBY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001067,-1.462312076,54.10146956
962,Parks & Gardens,NORTON CONYERS,https://historicengland.org.uk/listing/the-list/list-entry/1001068,-1.516521659,54.18321638
963,Parks & Gardens,NUN APPLETON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001069,-1.156609167,53.85685179
964,Parks & Gardens,NUNNINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001070,-0.973196041,54.20623557
965,Parks & Gardens,RIBSTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001071,-1.391083358,53.97887906
966,Parks & Gardens,RIEVAULX TERRACE,https://historicengland.org.uk/listing/the-list/list-entry/1001072,-1.112067233,54.25716621
967,Parks & Gardens,"ST NICHOLAS, RICHMOND",https://historicengland.org.uk/listing/the-list/list-entry/1001073,-1.725021959,54.40406872
968,Parks & Gardens,SWINTON CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001074,-1.687005659,54.21313244
969,Parks & Gardens,THORP PERROW,https://historicengland.org.uk/listing/the-list/list-entry/1001075,-1.60500132,54.26293335
970,Parks & Gardens,VALLEY GARDENS,https://historicengland.org.uk/listing/the-list/list-entry/1001076,-1.554598293,53.98898817
971,Parks & Gardens,ANNESLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001077,-1.243503013,53.06062796
972,Parks & Gardens,BABWORTH HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001078,-0.969497053,53.32210074
973,Parks & Gardens,CLUMBER PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001079,-1.068425728,53.26447615
974,Parks & Gardens,FLINTHAM HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001080,-0.907116421,53.00649518
975,Parks & Gardens,HOLME PIERREPONT HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001081,-1.068950708,52.94690507
976,Parks & Gardens,NEWSTEAD ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1001082,-1.18976845,53.07741691
977,Parks & Gardens,Nottingham Arboretum,https://historicengland.org.uk/listing/the-list/list-entry/1001083,-1.156211788,52.96122049
978,Parks & Gardens,PAPPLEWICK HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001084,-1.188210272,53.0602547
979,Parks & Gardens,RUFFORD ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1001085,-1.026919493,53.17023456
980,Parks & Gardens,ASCOTT PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001086,-1.118200719,51.67897533
981,Parks & Gardens,BECKLEY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001087,-1.163992677,51.80371387
982,Parks & Gardens,BROUGHTON CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001088,-1.393424626,52.04267901
983,Parks & Gardens,BUSCOT,https://historicengland.org.uk/listing/the-list/list-entry/1001089,-1.63716281,51.66838045
984,Parks & Gardens,CHASTLETON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001090,-1.639729456,51.95874442
985,Parks & Gardens,COMPTON BEAUCHAMP,https://historicengland.org.uk/listing/the-list/list-entry/1001091,-1.597427072,51.58027099
986,Parks & Gardens,CORNBURY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001092,-1.497149286,51.86032011
987,Parks & Gardens,CORNWELL MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001093,-1.604098323,51.94287817
988,Parks & Gardens,CORPUS CHRISTI,https://historicengland.org.uk/listing/the-list/list-entry/1001094,-1.253525838,51.75064755
989,Parks & Gardens,GARSINGTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001095,-1.159087347,51.71260612
990,Parks & Gardens,GREYS COURT,https://historicengland.org.uk/listing/the-list/list-entry/1001096,-0.956254918,51.54607379
991,Parks & Gardens,HINTON MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001097,-1.463770991,51.68732724
992,Parks & Gardens,KIDDINGTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001098,-1.404794915,51.90325289
993,Parks & Gardens,MERTON COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1001099,-1.251317505,51.75103812
994,Parks & Gardens,NEW COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1001100,-1.251017006,51.75431801
995,Parks & Gardens,PUSEY HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001101,-1.480851389,51.66865712
996,Parks & Gardens,DARTMOUTH PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001102,-1.981740848,52.52002898
997,Parks & Gardens,ST JOHN'S COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1001103,-1.256672262,51.75664667
998,Parks & Gardens,SANDFORD PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001104,-1.395965215,51.93954029
999,Parks & Gardens,SHIRBURN CASTLE,https://historicengland.org.uk/listing/the-list/list-entry/1001105,-0.996097633,51.65820517
1000,Parks & Gardens,SHOTOVER,https://historicengland.org.uk/listing/the-list/list-entry/1001106,-1.156503799,51.75656419
1001,Parks & Gardens,SUTTON COURTENAY MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001107,-1.276146318,51.644017
1002,Parks & Gardens,SWERFORD,https://historicengland.org.uk/listing/the-list/list-entry/1001108,-1.470458451,51.97787609
1003,Parks & Gardens,TACKLEY WATER GARDEN,https://historicengland.org.uk/listing/the-list/list-entry/1001109,-1.30321985,51.8809823
1004,Parks & Gardens,THAME PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001110,-0.966645371,51.72763394
1005,Parks & Gardens,TRINITY COLLEGE,https://historicengland.org.uk/listing/the-list/list-entry/1001111,-1.256941395,51.75525473
1006,Parks & Gardens,ACTON BURNELL,https://historicengland.org.uk/listing/the-list/list-entry/1001112,-2.678401366,52.60899143
1007,Parks & Gardens,ALDENHAM PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001113,-2.48819687,52.5546676
1008,Parks & Gardens,ATTINGHAM PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001114,-2.665035844,52.68684752
1009,Parks & Gardens,BOSCOBEL HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001115,-2.241438246,52.67173818
1010,Parks & Gardens,BURWARTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001116,-2.578356391,52.46022555
1011,Parks & Gardens,CHETWYND PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001117,-2.389806398,52.7839919
1012,Parks & Gardens,CONDOVER HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001118,-2.748011005,52.63988412
1013,Parks & Gardens,COURT OF HILL,https://historicengland.org.uk/listing/the-list/list-entry/1001119,-2.586516803,52.35216821
1014,Parks & Gardens,DAVENPORT HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001120,-2.365254885,52.5573135
1015,Parks & Gardens,DUDMASTON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001121,-2.371206957,52.49359228
1016,Parks & Gardens,FERNEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001122,-2.835891877,52.39279562
1017,Parks & Gardens,HATTON GRANGE,https://historicengland.org.uk/listing/the-list/list-entry/1001123,-2.347650659,52.63651294
1018,Parks & Gardens,HENLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001124,-2.675974345,52.37918245
1019,Parks & Gardens,HODNET HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001125,-2.585477714,52.85051922
1020,Parks & Gardens,LILLESHALL HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001126,-2.374339966,52.72499811
1021,Parks & Gardens,LINLEY HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001127,-2.976546511,52.55120506
1022,Parks & Gardens,LONGNER HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001128,-2.692630318,52.69457351
1023,Parks & Gardens,LUDSTONE HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001129,-2.296531832,52.54598968
1024,Parks & Gardens,MILLICHOPE PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001130,-2.702904006,52.49108816
1025,Parks & Gardens,OAKLY PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001131,-2.760813087,52.3799882
1026,Parks & Gardens,ORLETON HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001132,-2.538861712,52.69542642
1027,Parks & Gardens,PITCHFORD HALL,https://historicengland.org.uk/listing/the-list/list-entry/1001133,-2.7008001,52.63557003
1028,Parks & Gardens,"QUARRY PARK, AND DINGLE GARDENS SHREWSBURY",https://historicengland.org.uk/listing/the-list/list-entry/1001134,-2.756876856,52.70398851
1029,Parks & Gardens,WENLOCK ABBEY,https://historicengland.org.uk/listing/the-list/list-entry/1001135,-2.554735648,52.59713046
1030,Parks & Gardens,AMMERDOWN HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001136,-2.41038291,51.27193713
1031,Parks & Gardens,BABINGTON HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001137,-2.423069713,51.25638994
1032,Parks & Gardens,"BISHOPS PALACE, WELLS",https://historicengland.org.uk/listing/the-list/list-entry/1001138,-2.637796249,51.20604146
1033,Parks & Gardens,BURTON PYNSENT,https://historicengland.org.uk/listing/the-list/list-entry/1001139,-2.893634124,51.02063624
1034,Parks & Gardens,THE CHANTRY,https://historicengland.org.uk/listing/the-list/list-entry/1001140,-2.402414661,51.21473131
1035,Parks & Gardens,COTHELSTONE MANOR,https://historicengland.org.uk/listing/the-list/list-entry/1001141,-3.169304599,51.07954927
1036,Parks & Gardens,CRICKET HOUSE,https://historicengland.org.uk/listing/the-list/list-entry/1001142,-2.890837471,50.87385435
1037,Parks & Gardens,CROWCOMBE COURT,https://historicengland.org.uk/listing/the-list/list-entry/1001143,-3.224970568,51.12887849
1038,Parks & Gardens,FAIRFIELD,https://historicengland.org.uk/listing/the-list/list-entry/1001144,-3.164025231,51.17967871
1039,Parks & Gardens,HALSWELL PARK,https://historicengland.org.uk/listing/the-list/list-entry/1001145,-3.066250476,51.09766549
1040,Parks & Gardens,HATCH (BEAUCHAMP) COURT,https://historicengland.org.uk/listing/the-list/list-entry/1001146,-2.99083319,50.98545587
